scene_id,path,has_pose,has_metadata,lidar_sweeps,radar_sweeps,camera_views,camera_frames,pose_path,num_cameras,num_frames_total
3576c0f5-c1b5-35bb-a0c4-ee95cba5c754,/mnt/db/av_dataset/sensor/train/3576c0f5-c1b5-35bb-a0c4-ee95cba5c754,True,False,156,0,"['stereo_front_right', 'ring_side_left', 'ring_rear_left', 'ring_rear_right', 'ring_front_right', 'stereo_front_left', 'ring_side_right', 'ring_front_left', 'ring_front_center']","{'stereo_front_right': 319, 'ring_side_left': 319, 'ring_rear_left': 320, 'ring_rear_right': 319, 'ring_front_right': 319, 'stereo_front_left': 319, 'ring_side_right': 319, 'ring_front_left': 319, 'ring_front_center': 319}",/mnt/db/av_dataset/sensor/train/3576c0f5-c1b5-35bb-a0c4-ee95cba5c754/city_SE3_egovehicle.feather,9,2872
0f257dcc-8606-3ef9-b17e-b022a3fc72c7,/mnt/db/av_dataset/sensor/train/0f257dcc-8606-3ef9-b17e-b022a3fc72c7,True,False,157,0,"['stereo_front_right', 'ring_side_left', 'ring_rear_left', 'ring_rear_right', 'ring_front_right', 'stereo_front_left', 'ring_side_right', 'ring_front_left', 'ring_front_center']","{'stereo_front_right': 319, 'ring_side_left': 319, 'ring_rear_left': 319, 'ring_rear_right': 320, 'ring_front_right': 319, 'stereo_front_left': 319, 'ring_side_right': 319, 'ring_front_left': 320, 'ring_front_center': 319}",/mnt/db/av_dataset/sensor/train/0f257dcc-8606-3ef9-b17e-b022a3fc72c7/city_SE3_egovehicle.feather,9,2873
63a006b5-07c8-375d-98e3-21466f5b9c6a,/mnt/db/av_dataset/sensor/train/63a006b5-07c8-375d-98e3-21466f5b9c6a,True,False,156,0,"['stereo_front_right', 'ring_side_left', 'ring_rear_left', 'ring_rear_right', 'ring_front_right', 'stereo_front_left', 'ring_side_right', 'ring_front_left', 'ring_front_center']","{'stereo_front_right': 319, 'ring_side_left': 319, 'ring_rear_left': 319, 'ring_rear_right': 319, 'ring_front_right': 319, 'stereo_front_left': 319, 'ring_side_right': 319, 'ring_front_left': 319, 'ring_front_center': 319}",/mnt/db/av_dataset/sensor/train/63a006b5-07c8-375d-98e3-21466f5b9c6a/city_SE3_egovehicle.feather,9,2871
4058d838-75cb-35e2-af7e-a51aaa833271,/mnt/db/av_dataset/sensor/train/4058d838-75cb-35e2-af7e-a51aaa833271,True,False,156,0,"['stereo_front_right', 'ring_side_left', 'ring_rear_left', 'ring_rear_right', 'ring_front_right', 'stereo_front_left', 'ring_side_right', 'ring_front_left', 'ring_front_center']","{'stereo_front_right': 319, 'ring_side_left': 319, 'ring_rear_left': 319, 'ring_rear_right': 319, 'ring_front_right': 319, 'stereo_front_left': 319, 'ring_side_right': 320, 'ring_front_left': 319, 'ring_front_center': 319}",/mnt/db/av_dataset/sensor/train/4058d838-75cb-35e2-af7e-a51aaa833271/city_SE3_egovehicle.feather,9,2872
4766da89-ca13-3e92-b53e-00bc710e9bba,/mnt/db/av_dataset/sensor/train/4766da89-ca13-3e92-b53e-00bc710e9bba,True,False,157,0,"['stereo_front_right', 'ring_side_left', 'ring_rear_left', 'ring_rear_right', 'ring_front_right', 'stereo_front_left', 'ring_side_right', 'ring_front_left', 'ring_front_center']","{'stereo_front_right': 319, 'ring_side_left': 319, 'ring_rear_left': 319, 'ring_rear_right': 319, 'ring_front_right': 319, 'stereo_front_left': 319, 'ring_side_right': 319, 'ring_front_left': 319, 'ring_front_center': 319}",/mnt/db/av_dataset/sensor/train/4766da89-ca13-3e92-b53e-00bc710e9bba/city_SE3_egovehicle.feather,9,2871
40bfcbec-ec59-3731-8e75-67f0bddc3b01,/mnt/db/av_dataset/sensor/train/40bfcbec-ec59-3731-8e75-67f0bddc3b01,True,False,157,0,"['stereo_front_right', 'ring_side_left', 'ring_rear_left', 'ring_rear_right', 'ring_front_right', 'stereo_front_left', 'ring_side_right', 'ring_front_left', 'ring_front_center']","{'stereo_front_right': 319, 'ring_side_left': 319, 'ring_rear_left': 319, 'ring_rear_right': 319, 'ring_front_right': 319, 'stereo_front_left': 319, 'ring_side_right': 319, 'ring_front_left': 319, 'ring_front_center': 319}",/mnt/db/av_dataset/sensor/train/40bfcbec-ec59-3731-8e75-67f0bddc3b01/city_SE3_egovehicle.feather,9,2871
106d962b-911d-354d-961d-9abe93119b9c,/mnt/db/av_dataset/sensor/train/106d962b-911d-354d-961d-9abe93119b9c,True,False,156,0,"['stereo_front_right', 'ring_side_left', 'ring_rear_left', 'ring_rear_right', 'ring_front_right', 'stereo_front_left', 'ring_side_right', 'ring_front_left', 'ring_front_center']","{'stereo_front_right': 319, 'ring_side_left': 319, 'ring_rear_left': 319, 'ring_rear_right': 319, 'ring_front_right': 319, 'stereo_front_left': 319, 'ring_side_right': 319, 'ring_front_left': 319, 'ring_front_center': 319}",/mnt/db/av_dataset/sensor/train/106d962b-911d-354d-961d-9abe93119b9c/city_SE3_egovehicle.feather,9,2871
5bc5e7b0-4d90-3ac8-8ca8-f6037e1cf75c,/mnt/db/av_dataset/sensor/train/5bc5e7b0-4d90-3ac8-8ca8-f6037e1cf75c,True,False,157,0,"['stereo_front_right', 'ring_side_left', 'ring_rear_left', 'ring_rear_right', 'ring_front_right', 'stereo_front_left', 'ring_side_right', 'ring_front_left', 'ring_front_center']","{'stereo_front_right': 319, 'ring_side_left': 320, 'ring_rear_left': 319, 'ring_rear_right': 319, 'ring_front_right': 319, 'stereo_front_left': 319, 'ring_side_right': 319, 'ring_front_left': 319, 'ring_front_center': 319}",/mnt/db/av_dataset/sensor/train/5bc5e7b0-4d90-3ac8-8ca8-f6037e1cf75c/city_SE3_egovehicle.feather,9,2872
11995cbe-e076-3a35-910d-1e56ecf2c3c8,/mnt/db/av_dataset/sensor/train/11995cbe-e076-3a35-910d-1e56ecf2c3c8,True,False,156,0,"['stereo_front_right', 'ring_side_left', 'ring_rear_left', 'ring_rear_right', 'ring_front_right', 'stereo_front_left', 'ring_side_right', 'ring_front_left', 'ring_front_center']","{'stereo_front_right': 319, 'ring_side_left': 319, 'ring_rear_left': 319, 'ring_rear_right': 320, 'ring_front_right': 319, 'stereo_front_left': 319, 'ring_side_right': 319, 'ring_front_left': 319, 'ring_front_center': 319}",/mnt/db/av_dataset/sensor/train/11995cbe-e076-3a35-910d-1e56ecf2c3c8/city_SE3_egovehicle.feather,9,2872
4487b659-692e-3b35-9d1e-a230279ed646,/mnt/db/av_dataset/sensor/train/4487b659-692e-3b35-9d1e-a230279ed646,True,False,157,0,"['stereo_front_right', 'ring_side_left', 'ring_rear_left', 'ring_rear_right', 'ring_front_right', 'stereo_front_left', 'ring_side_right', 'ring_front_left', 'ring_front_center']","{'stereo_front_right': 319, 'ring_side_left': 319, 'ring_rear_left': 320, 'ring_rear_right': 319, 'ring_front_right': 319, 'stereo_front_left': 319, 'ring_side_right': 319, 'ring_front_left': 319, 'ring_front_center': 319}",/mnt/db/av_dataset/sensor/train/4487b659-692e-3b35-9d1e-a230279ed646/city_SE3_egovehicle.feather,9,2872
08bcc06e-3adf-3651-aa4d-d791004418ca,/mnt/db/av_dataset/sensor/train/08bcc06e-3adf-3651-aa4d-d791004418ca,True,False,157,0,"['stereo_front_right', 'ring_side_left', 'ring_rear_left', 'ring_rear_right', 'ring_front_right', 'stereo_front_left', 'ring_side_right', 'ring_front_left', 'ring_front_center']","{'stereo_front_right': 319, 'ring_side_left': 319, 'ring_rear_left': 319, 'ring_rear_right': 319, 'ring_front_right': 319, 'stereo_front_left': 319, 'ring_side_right': 319, 'ring_front_left': 319, 'ring_front_center': 320}",/mnt/db/av_dataset/sensor/train/08bcc06e-3adf-3651-aa4d-d791004418ca/city_SE3_egovehicle.feather,9,2872
3b2994cb-5f82-4835-9212-0cac8fb3d164,/mnt/db/av_dataset/sensor/train/3b2994cb-5f82-4835-9212-0cac8fb3d164,True,False,158,0,"['stereo_front_right', 'ring_side_left', 'ring_rear_left', 'ring_rear_right', 'ring_front_right', 'stereo_front_left', 'ring_side_right', 'ring_front_left', 'ring_front_center']","{'stereo_front_right': 319, 'ring_side_left': 319, 'ring_rear_left': 320, 'ring_rear_right': 319, 'ring_front_right': 320, 'stereo_front_left': 319, 'ring_side_right': 319, 'ring_front_left': 319, 'ring_front_center': 319}",/mnt/db/av_dataset/sensor/train/3b2994cb-5f82-4835-9212-0cac8fb3d164/city_SE3_egovehicle.feather,9,2873
5d55a63a-3146-32d9-89ec-e207e95ecbde,/mnt/db/av_dataset/sensor/train/5d55a63a-3146-32d9-89ec-e207e95ecbde,True,False,157,0,"['stereo_front_right', 'ring_side_left', 'ring_rear_left', 'ring_rear_right', 'ring_front_right', 'stereo_front_left', 'ring_side_right', 'ring_front_left', 'ring_front_center']","{'stereo_front_right': 320, 'ring_side_left': 319, 'ring_rear_left': 319, 'ring_rear_right': 319, 'ring_front_right': 319, 'stereo_front_left': 320, 'ring_side_right': 319, 'ring_front_left': 319, 'ring_front_center': 320}",/mnt/db/av_dataset/sensor/train/5d55a63a-3146-32d9-89ec-e207e95ecbde/city_SE3_egovehicle.feather,9,2874
074d2237-ed1b-34d7-a2fc-68edbce50bb2,/mnt/db/av_dataset/sensor/train/074d2237-ed1b-34d7-a2fc-68edbce50bb2,True,False,157,0,"['stereo_front_right', 'ring_side_left', 'ring_rear_left', 'ring_rear_right', 'ring_front_right', 'stereo_front_left', 'ring_side_right', 'ring_front_left', 'ring_front_center']","{'stereo_front_right': 319, 'ring_side_left': 319, 'ring_rear_left': 319, 'ring_rear_right': 320, 'ring_front_right': 319, 'stereo_front_left': 319, 'ring_side_right': 319, 'ring_front_left': 320, 'ring_front_center': 319}",/mnt/db/av_dataset/sensor/train/074d2237-ed1b-34d7-a2fc-68edbce50bb2/city_SE3_egovehicle.feather,9,2873
40870b19-3356-3e8e-a4a4-9f34eef8ea30,/mnt/db/av_dataset/sensor/train/40870b19-3356-3e8e-a4a4-9f34eef8ea30,True,False,157,0,"['stereo_front_right', 'ring_side_left', 'ring_rear_left', 'ring_rear_right', 'ring_front_right', 'stereo_front_left', 'ring_side_right', 'ring_front_left', 'ring_front_center']","{'stereo_front_right': 319, 'ring_side_left': 319, 'ring_rear_left': 319, 'ring_rear_right': 319, 'ring_front_right': 320, 'stereo_front_left': 319, 'ring_side_right': 319, 'ring_front_left': 319, 'ring_front_center': 319}",/mnt/db/av_dataset/sensor/train/40870b19-3356-3e8e-a4a4-9f34eef8ea30/city_SE3_egovehicle.feather,9,2872
59a668bc-5caf-3ccc-8335-e9cff4c61d0e,/mnt/db/av_dataset/sensor/train/59a668bc-5caf-3ccc-8335-e9cff4c61d0e,True,False,157,0,"['stereo_front_right', 'ring_side_left', 'ring_rear_left', 'ring_rear_right', 'ring_front_right', 'stereo_front_left', 'ring_side_right', 'ring_front_left', 'ring_front_center']","{'stereo_front_right': 319, 'ring_side_left': 319, 'ring_rear_left': 319, 'ring_rear_right': 319, 'ring_front_right': 320, 'stereo_front_left': 319, 'ring_side_right': 319, 'ring_front_left': 319, 'ring_front_center': 319}",/mnt/db/av_dataset/sensor/train/59a668bc-5caf-3ccc-8335-e9cff4c61d0e/city_SE3_egovehicle.feather,9,2872
121007f3-a0cc-3795-9606-85108b800772,/mnt/db/av_dataset/sensor/train/121007f3-a0cc-3795-9606-85108b800772,True,False,157,0,"['stereo_front_right', 'ring_side_left', 'ring_rear_left', 'ring_rear_right', 'ring_front_right', 'stereo_front_left', 'ring_side_right', 'ring_front_left', 'ring_front_center']","{'stereo_front_right': 320, 'ring_side_left': 319, 'ring_rear_left': 320, 'ring_rear_right': 319, 'ring_front_right': 319, 'stereo_front_left': 320, 'ring_side_right': 319, 'ring_front_left': 319, 'ring_front_center': 320}",/mnt/db/av_dataset/sensor/train/121007f3-a0cc-3795-9606-85108b800772/city_SE3_egovehicle.feather,9,2875
511b93af-f16e-3195-8628-fbb972a17f74,/mnt/db/av_dataset/sensor/train/511b93af-f16e-3195-8628-fbb972a17f74,True,False,157,0,"['stereo_front_right', 'ring_side_left', 'ring_rear_left', 'ring_rear_right', 'ring_front_right', 'stereo_front_left', 'ring_side_right', 'ring_front_left', 'ring_front_center']","{'stereo_front_right': 319, 'ring_side_left': 319, 'ring_rear_left': 319, 'ring_rear_right': 319, 'ring_front_right': 319, 'stereo_front_left': 319, 'ring_side_right': 320, 'ring_front_left': 319, 'ring_front_center': 319}",/mnt/db/av_dataset/sensor/train/511b93af-f16e-3195-8628-fbb972a17f74/city_SE3_egovehicle.feather,9,2872
46d917cd-531c-330b-8d7b-979b51a8927f,/mnt/db/av_dataset/sensor/train/46d917cd-531c-330b-8d7b-979b51a8927f,True,False,156,0,"['stereo_front_right', 'ring_side_left', 'ring_rear_left', 'ring_rear_right', 'ring_front_right', 'stereo_front_left', 'ring_side_right', 'ring_front_left', 'ring_front_center']","{'stereo_front_right': 319, 'ring_side_left': 319, 'ring_rear_left': 319, 'ring_rear_right': 319, 'ring_front_right': 319, 'stereo_front_left': 319, 'ring_side_right': 319, 'ring_front_left': 319, 'ring_front_center': 319}",/mnt/db/av_dataset/sensor/train/46d917cd-531c-330b-8d7b-979b51a8927f/city_SE3_egovehicle.feather,9,2871
156a412d-3699-3c1c-9ada-6ab587347996,/mnt/db/av_dataset/sensor/train/156a412d-3699-3c1c-9ada-6ab587347996,True,False,157,0,"['stereo_front_right', 'ring_side_left', 'ring_rear_left', 'ring_rear_right', 'ring_front_right', 'stereo_front_left', 'ring_side_right', 'ring_front_left', 'ring_front_center']","{'stereo_front_right': 319, 'ring_side_left': 319, 'ring_rear_left': 319, 'ring_rear_right': 320, 'ring_front_right': 319, 'stereo_front_left': 319, 'ring_side_right': 319, 'ring_front_left': 320, 'ring_front_center': 319}",/mnt/db/av_dataset/sensor/train/156a412d-3699-3c1c-9ada-6ab587347996/city_SE3_egovehicle.feather,9,2873
4667e48c-4d16-38be-b277-6b0013d6588c,/mnt/db/av_dataset/sensor/train/4667e48c-4d16-38be-b277-6b0013d6588c,True,False,156,0,"['stereo_front_right', 'ring_side_left', 'ring_rear_left', 'ring_rear_right', 'ring_front_right', 'stereo_front_left', 'ring_side_right', 'ring_front_left', 'ring_front_center']","{'stereo_front_right': 319, 'ring_side_left': 319, 'ring_rear_left': 319, 'ring_rear_right': 320, 'ring_front_right': 319, 'stereo_front_left': 319, 'ring_side_right': 319, 'ring_front_left': 319, 'ring_front_center': 319}",/mnt/db/av_dataset/sensor/train/4667e48c-4d16-38be-b277-6b0013d6588c/city_SE3_egovehicle.feather,9,2872
087695bd-c662-3e86-83b4-aedc3b8eec36,/mnt/db/av_dataset/sensor/train/087695bd-c662-3e86-83b4-aedc3b8eec36,True,False,157,0,"['stereo_front_right', 'ring_side_left', 'ring_rear_left', 'ring_rear_right', 'ring_front_right', 'stereo_front_left', 'ring_side_right', 'ring_front_left', 'ring_front_center']","{'stereo_front_right': 319, 'ring_side_left': 320, 'ring_rear_left': 319, 'ring_rear_right': 319, 'ring_front_right': 319, 'stereo_front_left': 319, 'ring_side_right': 320, 'ring_front_left': 319, 'ring_front_center': 319}",/mnt/db/av_dataset/sensor/train/087695bd-c662-3e86-83b4-aedc3b8eec36/city_SE3_egovehicle.feather,9,2873
5c7ee953-d8b0-33ef-a491-0bb716763cfe,/mnt/db/av_dataset/sensor/train/5c7ee953-d8b0-33ef-a491-0bb716763cfe,True,False,157,0,"['stereo_front_right', 'ring_side_left', 'ring_rear_left', 'ring_rear_right', 'ring_front_right', 'stereo_front_left', 'ring_side_right', 'ring_front_left', 'ring_front_center']","{'stereo_front_right': 320, 'ring_side_left': 319, 'ring_rear_left': 320, 'ring_rear_right': 319, 'ring_front_right': 319, 'stereo_front_left': 320, 'ring_side_right': 319, 'ring_front_left': 319, 'ring_front_center': 320}",/mnt/db/av_dataset/sensor/train/5c7ee953-d8b0-33ef-a491-0bb716763cfe/city_SE3_egovehicle.feather,9,2875
4690ea1e-224a-35e9-a984-8332295f2b00,/mnt/db/av_dataset/sensor/train/4690ea1e-224a-35e9-a984-8332295f2b00,True,False,156,0,"['stereo_front_right', 'ring_side_left', 'ring_rear_left', 'ring_rear_right', 'ring_front_right', 'stereo_front_left', 'ring_side_right', 'ring_front_left', 'ring_front_center']","{'stereo_front_right': 319, 'ring_side_left': 319, 'ring_rear_left': 319, 'ring_rear_right': 319, 'ring_front_right': 320, 'stereo_front_left': 319, 'ring_side_right': 319, 'ring_front_left': 319, 'ring_front_center': 319}",/mnt/db/av_dataset/sensor/train/4690ea1e-224a-35e9-a984-8332295f2b00/city_SE3_egovehicle.feather,9,2872
118a1e87-aff4-35f5-aa38-01504a63ddce,/mnt/db/av_dataset/sensor/train/118a1e87-aff4-35f5-aa38-01504a63ddce,True,False,156,0,"['stereo_front_right', 'ring_side_left', 'ring_rear_left', 'ring_rear_right', 'ring_front_right', 'stereo_front_left', 'ring_side_right', 'ring_front_left', 'ring_front_center']","{'stereo_front_right': 319, 'ring_side_left': 320, 'ring_rear_left': 319, 'ring_rear_right': 319, 'ring_front_right': 319, 'stereo_front_left': 319, 'ring_side_right': 319, 'ring_front_left': 319, 'ring_front_center': 319}",/mnt/db/av_dataset/sensor/train/118a1e87-aff4-35f5-aa38-01504a63ddce/city_SE3_egovehicle.feather,9,2872
41d69427-364c-366e-94a5-8e556bcac39f,/mnt/db/av_dataset/sensor/train/41d69427-364c-366e-94a5-8e556bcac39f,True,False,196,0,"['stereo_front_right', 'ring_side_left', 'ring_rear_left', 'ring_rear_right', 'ring_front_right', 'stereo_front_left', 'ring_side_right', 'ring_front_left', 'ring_front_center']","{'stereo_front_right': 399, 'ring_side_left': 399, 'ring_rear_left': 399, 'ring_rear_right': 399, 'ring_front_right': 399, 'stereo_front_left': 399, 'ring_side_right': 399, 'ring_front_left': 400, 'ring_front_center': 399}",/mnt/db/av_dataset/sensor/train/41d69427-364c-366e-94a5-8e556bcac39f/city_SE3_egovehicle.feather,9,3592
0749e9e0-ca52-3546-b324-d704138b11b5,/mnt/db/av_dataset/sensor/train/0749e9e0-ca52-3546-b324-d704138b11b5,True,False,157,0,"['stereo_front_right', 'ring_side_left', 'ring_rear_left', 'ring_rear_right', 'ring_front_right', 'stereo_front_left', 'ring_side_right', 'ring_front_left', 'ring_front_center']","{'stereo_front_right': 319, 'ring_side_left': 319, 'ring_rear_left': 319, 'ring_rear_right': 319, 'ring_front_right': 319, 'stereo_front_left': 319, 'ring_side_right': 319, 'ring_front_left': 319, 'ring_front_center': 319}",/mnt/db/av_dataset/sensor/train/0749e9e0-ca52-3546-b324-d704138b11b5/city_SE3_egovehicle.feather,9,2871
595ec33e-a1aa-3aaf-8821-8d1780db354c,/mnt/db/av_dataset/sensor/train/595ec33e-a1aa-3aaf-8821-8d1780db354c,True,False,156,0,"['stereo_front_right', 'ring_side_left', 'ring_rear_left', 'ring_rear_right', 'ring_front_right', 'stereo_front_left', 'ring_side_right', 'ring_front_left', 'ring_front_center']","{'stereo_front_right': 319, 'ring_side_left': 319, 'ring_rear_left': 319, 'ring_rear_right': 320, 'ring_front_right': 319, 'stereo_front_left': 319, 'ring_side_right': 319, 'ring_front_left': 319, 'ring_front_center': 319}",/mnt/db/av_dataset/sensor/train/595ec33e-a1aa-3aaf-8821-8d1780db354c/city_SE3_egovehicle.feather,9,2872
1ab241cf-f9c5-3f8a-88bd-4e14baad8ede,/mnt/db/av_dataset/sensor/train/1ab241cf-f9c5-3f8a-88bd-4e14baad8ede,True,False,157,0,"['stereo_front_right', 'ring_side_left', 'ring_rear_left', 'ring_rear_right', 'ring_front_right', 'stereo_front_left', 'ring_side_right', 'ring_front_left', 'ring_front_center']","{'stereo_front_right': 319, 'ring_side_left': 319, 'ring_rear_left': 320, 'ring_rear_right': 319, 'ring_front_right': 320, 'stereo_front_left': 319, 'ring_side_right': 319, 'ring_front_left': 319, 'ring_front_center': 319}",/mnt/db/av_dataset/sensor/train/1ab241cf-f9c5-3f8a-88bd-4e14baad8ede/city_SE3_egovehicle.feather,9,2873
14f5485e-7417-3a5b-9be3-ec88461d03d4,/mnt/db/av_dataset/sensor/train/14f5485e-7417-3a5b-9be3-ec88461d03d4,True,False,156,0,"['stereo_front_right', 'ring_side_left', 'ring_rear_left', 'ring_rear_right', 'ring_front_right', 'stereo_front_left', 'ring_side_right', 'ring_front_left', 'ring_front_center']","{'stereo_front_right': 319, 'ring_side_left': 319, 'ring_rear_left': 320, 'ring_rear_right': 319, 'ring_front_right': 319, 'stereo_front_left': 319, 'ring_side_right': 319, 'ring_front_left': 319, 'ring_front_center': 319}",/mnt/db/av_dataset/sensor/train/14f5485e-7417-3a5b-9be3-ec88461d03d4/city_SE3_egovehicle.feather,9,2872
