scene_id,path,camera_view,camera_path,num_frames_total,pose_path,has_poses
1ca5291b-3178-3a93-a117-001497899b79,/mnt/db/av_dataset/sensor/test/1ca5291b-3178-3a93-a117-001497899b79,ring_front_center,/mnt/db/av_dataset/sensor/test/1ca5291b-3178-3a93-a117-001497899b79/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/test/1ca5291b-3178-3a93-a117-001497899b79/city_SE3_egovehicle.feather,True
1eb3360f-4c34-3310-9ce6-845ea9272c56,/mnt/db/av_dataset/sensor/test/1eb3360f-4c34-3310-9ce6-845ea9272c56,ring_front_center,/mnt/db/av_dataset/sensor/test/1eb3360f-4c34-3310-9ce6-845ea9272c56/sensors/cameras/ring_front_center,320,/mnt/db/av_dataset/sensor/test/1eb3360f-4c34-3310-9ce6-845ea9272c56/city_SE3_egovehicle.feather,True
21c0472c-5ba2-3276-aad4-b9aa66cb5fa3,/mnt/db/av_dataset/sensor/test/21c0472c-5ba2-3276-aad4-b9aa66cb5fa3,ring_front_center,/mnt/db/av_dataset/sensor/test/21c0472c-5ba2-3276-aad4-b9aa66cb5fa3/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/test/21c0472c-5ba2-3276-aad4-b9aa66cb5fa3/city_SE3_egovehicle.feather,True
28bd43de-e2b7-3c60-a626-0e525f639357,/mnt/db/av_dataset/sensor/test/28bd43de-e2b7-3c60-a626-0e525f639357,ring_front_center,/mnt/db/av_dataset/sensor/test/28bd43de-e2b7-3c60-a626-0e525f639357/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/test/28bd43de-e2b7-3c60-a626-0e525f639357/city_SE3_egovehicle.feather,True
295c7cd1-afe3-3dc3-be31-c63f3e9d65dc,/mnt/db/av_dataset/sensor/test/295c7cd1-afe3-3dc3-be31-c63f3e9d65dc,ring_front_center,/mnt/db/av_dataset/sensor/test/295c7cd1-afe3-3dc3-be31-c63f3e9d65dc/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/test/295c7cd1-afe3-3dc3-be31-c63f3e9d65dc/city_SE3_egovehicle.feather,True
2a930061-3d8c-3915-8aac-f81199db95d8,/mnt/db/av_dataset/sensor/test/2a930061-3d8c-3915-8aac-f81199db95d8,ring_front_center,/mnt/db/av_dataset/sensor/test/2a930061-3d8c-3915-8aac-f81199db95d8/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/test/2a930061-3d8c-3915-8aac-f81199db95d8/city_SE3_egovehicle.feather,True
2d403b7b-06e8-320c-b013-4f684ad53be2,/mnt/db/av_dataset/sensor/test/2d403b7b-06e8-320c-b013-4f684ad53be2,ring_front_center,/mnt/db/av_dataset/sensor/test/2d403b7b-06e8-320c-b013-4f684ad53be2/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/test/2d403b7b-06e8-320c-b013-4f684ad53be2/city_SE3_egovehicle.feather,True
2ddc4ec4-99ea-35a4-9f5a-e036df1c0b25,/mnt/db/av_dataset/sensor/test/2ddc4ec4-99ea-35a4-9f5a-e036df1c0b25,ring_front_center,/mnt/db/av_dataset/sensor/test/2ddc4ec4-99ea-35a4-9f5a-e036df1c0b25/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/test/2ddc4ec4-99ea-35a4-9f5a-e036df1c0b25/city_SE3_egovehicle.feather,True
2e95b33b-8ea1-3b48-875b-2f35f3092059,/mnt/db/av_dataset/sensor/test/2e95b33b-8ea1-3b48-875b-2f35f3092059,ring_front_center,/mnt/db/av_dataset/sensor/test/2e95b33b-8ea1-3b48-875b-2f35f3092059/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/test/2e95b33b-8ea1-3b48-875b-2f35f3092059/city_SE3_egovehicle.feather,True
2ee0eda7-151a-3957-bab5-1e5370192122,/mnt/db/av_dataset/sensor/test/2ee0eda7-151a-3957-bab5-1e5370192122,ring_front_center,/mnt/db/av_dataset/sensor/test/2ee0eda7-151a-3957-bab5-1e5370192122/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/test/2ee0eda7-151a-3957-bab5-1e5370192122/city_SE3_egovehicle.feather,True
307e27f2-6442-39a2-b62c-1e3d000cebaf,/mnt/db/av_dataset/sensor/test/307e27f2-6442-39a2-b62c-1e3d000cebaf,ring_front_center,/mnt/db/av_dataset/sensor/test/307e27f2-6442-39a2-b62c-1e3d000cebaf/sensors/cameras/ring_front_center,320,/mnt/db/av_dataset/sensor/test/307e27f2-6442-39a2-b62c-1e3d000cebaf/city_SE3_egovehicle.feather,True
30e94a6b-ca9e-3d2c-9099-86700ce845f9,/mnt/db/av_dataset/sensor/test/30e94a6b-ca9e-3d2c-9099-86700ce845f9,ring_front_center,/mnt/db/av_dataset/sensor/test/30e94a6b-ca9e-3d2c-9099-86700ce845f9/sensors/cameras/ring_front_center,320,/mnt/db/av_dataset/sensor/test/30e94a6b-ca9e-3d2c-9099-86700ce845f9/city_SE3_egovehicle.feather,True
32835bfa-e53b-3526-9ec0-b0efcd11cbdf,/mnt/db/av_dataset/sensor/test/32835bfa-e53b-3526-9ec0-b0efcd11cbdf,ring_front_center,/mnt/db/av_dataset/sensor/test/32835bfa-e53b-3526-9ec0-b0efcd11cbdf/sensors/cameras/ring_front_center,320,/mnt/db/av_dataset/sensor/test/32835bfa-e53b-3526-9ec0-b0efcd11cbdf/city_SE3_egovehicle.feather,True
34c79495-dbdf-393d-bcc6-e6f92f797628,/mnt/db/av_dataset/sensor/test/34c79495-dbdf-393d-bcc6-e6f92f797628,ring_front_center,/mnt/db/av_dataset/sensor/test/34c79495-dbdf-393d-bcc6-e6f92f797628/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/test/34c79495-dbdf-393d-bcc6-e6f92f797628/city_SE3_egovehicle.feather,True
3503b283-fbcd-3835-8779-0cb2b7ef55b0,/mnt/db/av_dataset/sensor/test/3503b283-fbcd-3835-8779-0cb2b7ef55b0,ring_front_center,/mnt/db/av_dataset/sensor/test/3503b283-fbcd-3835-8779-0cb2b7ef55b0/sensors/cameras/ring_front_center,320,/mnt/db/av_dataset/sensor/test/3503b283-fbcd-3835-8779-0cb2b7ef55b0/city_SE3_egovehicle.feather,True
386c34fc-ff56-371c-9288-6ba42620f23a,/mnt/db/av_dataset/sensor/test/386c34fc-ff56-371c-9288-6ba42620f23a,ring_front_center,/mnt/db/av_dataset/sensor/test/386c34fc-ff56-371c-9288-6ba42620f23a/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/test/386c34fc-ff56-371c-9288-6ba42620f23a/city_SE3_egovehicle.feather,True
399064b4-6df3-3de8-8793-2738f8723ee3,/mnt/db/av_dataset/sensor/test/399064b4-6df3-3de8-8793-2738f8723ee3,ring_front_center,/mnt/db/av_dataset/sensor/test/399064b4-6df3-3de8-8793-2738f8723ee3/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/test/399064b4-6df3-3de8-8793-2738f8723ee3/city_SE3_egovehicle.feather,True
3fca5366-2b2c-387b-b63c-7ae8f9e0cec1,/mnt/db/av_dataset/sensor/test/3fca5366-2b2c-387b-b63c-7ae8f9e0cec1,ring_front_center,/mnt/db/av_dataset/sensor/test/3fca5366-2b2c-387b-b63c-7ae8f9e0cec1/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/test/3fca5366-2b2c-387b-b63c-7ae8f9e0cec1/city_SE3_egovehicle.feather,True
412ccada-28df-3de2-b394-9cba3fca5bdf,/mnt/db/av_dataset/sensor/test/412ccada-28df-3de2-b394-9cba3fca5bdf,ring_front_center,/mnt/db/av_dataset/sensor/test/412ccada-28df-3de2-b394-9cba3fca5bdf/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/test/412ccada-28df-3de2-b394-9cba3fca5bdf/city_SE3_egovehicle.feather,True
416f2e1c-0ffd-3089-97d2-0514b818f8d1,/mnt/db/av_dataset/sensor/test/416f2e1c-0ffd-3089-97d2-0514b818f8d1,ring_front_center,/mnt/db/av_dataset/sensor/test/416f2e1c-0ffd-3089-97d2-0514b818f8d1/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/test/416f2e1c-0ffd-3089-97d2-0514b818f8d1/city_SE3_egovehicle.feather,True
418da7f6-88e4-388b-a69f-44cabd24ed55,/mnt/db/av_dataset/sensor/test/418da7f6-88e4-388b-a69f-44cabd24ed55,ring_front_center,/mnt/db/av_dataset/sensor/test/418da7f6-88e4-388b-a69f-44cabd24ed55/sensors/cameras/ring_front_center,320,/mnt/db/av_dataset/sensor/test/418da7f6-88e4-388b-a69f-44cabd24ed55/city_SE3_egovehicle.feather,True
44e49f1b-17e1-3da6-9b8b-97e754d58f7a,/mnt/db/av_dataset/sensor/test/44e49f1b-17e1-3da6-9b8b-97e754d58f7a,ring_front_center,/mnt/db/av_dataset/sensor/test/44e49f1b-17e1-3da6-9b8b-97e754d58f7a/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/test/44e49f1b-17e1-3da6-9b8b-97e754d58f7a/city_SE3_egovehicle.feather,True
45488531-3648-3e2d-8f9c-3c287032112d,/mnt/db/av_dataset/sensor/test/45488531-3648-3e2d-8f9c-3c287032112d,ring_front_center,/mnt/db/av_dataset/sensor/test/45488531-3648-3e2d-8f9c-3c287032112d/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/test/45488531-3648-3e2d-8f9c-3c287032112d/city_SE3_egovehicle.feather,True
4612f4a4-59b0-37d4-b3d1-400a1324920c,/mnt/db/av_dataset/sensor/test/4612f4a4-59b0-37d4-b3d1-400a1324920c,ring_front_center,/mnt/db/av_dataset/sensor/test/4612f4a4-59b0-37d4-b3d1-400a1324920c/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/test/4612f4a4-59b0-37d4-b3d1-400a1324920c/city_SE3_egovehicle.feather,True
48c9cd36-68bf-3bb9-ab95-5e0a6fee61ab,/mnt/db/av_dataset/sensor/test/48c9cd36-68bf-3bb9-ab95-5e0a6fee61ab,ring_front_center,/mnt/db/av_dataset/sensor/test/48c9cd36-68bf-3bb9-ab95-5e0a6fee61ab/sensors/cameras/ring_front_center,320,/mnt/db/av_dataset/sensor/test/48c9cd36-68bf-3bb9-ab95-5e0a6fee61ab/city_SE3_egovehicle.feather,True
4a60c567-f167-3890-aa7e-01e75ccc40e0,/mnt/db/av_dataset/sensor/test/4a60c567-f167-3890-aa7e-01e75ccc40e0,ring_front_center,/mnt/db/av_dataset/sensor/test/4a60c567-f167-3890-aa7e-01e75ccc40e0/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/test/4a60c567-f167-3890-aa7e-01e75ccc40e0/city_SE3_egovehicle.feather,True
4a78c5db-041b-347b-9821-ceb82f99e3f8,/mnt/db/av_dataset/sensor/test/4a78c5db-041b-347b-9821-ceb82f99e3f8,ring_front_center,/mnt/db/av_dataset/sensor/test/4a78c5db-041b-347b-9821-ceb82f99e3f8/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/test/4a78c5db-041b-347b-9821-ceb82f99e3f8/city_SE3_egovehicle.feather,True
4abe4fc9-183a-3ec1-9434-bc74fb724c0f,/mnt/db/av_dataset/sensor/test/4abe4fc9-183a-3ec1-9434-bc74fb724c0f,ring_front_center,/mnt/db/av_dataset/sensor/test/4abe4fc9-183a-3ec1-9434-bc74fb724c0f/sensors/cameras/ring_front_center,320,/mnt/db/av_dataset/sensor/test/4abe4fc9-183a-3ec1-9434-bc74fb724c0f/city_SE3_egovehicle.feather,True
4b6fd841-5e08-30cd-b61b-d51aa36d71dd,/mnt/db/av_dataset/sensor/test/4b6fd841-5e08-30cd-b61b-d51aa36d71dd,ring_front_center,/mnt/db/av_dataset/sensor/test/4b6fd841-5e08-30cd-b61b-d51aa36d71dd/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/test/4b6fd841-5e08-30cd-b61b-d51aa36d71dd/city_SE3_egovehicle.feather,True
4bf8e9ff-e1a1-3a22-a9d1-80f3846c0263,/mnt/db/av_dataset/sensor/test/4bf8e9ff-e1a1-3a22-a9d1-80f3846c0263,ring_front_center,/mnt/db/av_dataset/sensor/test/4bf8e9ff-e1a1-3a22-a9d1-80f3846c0263/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/test/4bf8e9ff-e1a1-3a22-a9d1-80f3846c0263/city_SE3_egovehicle.feather,True
4d73c4eb-5de9-300c-b34f-ff5d0af89653,/mnt/db/av_dataset/sensor/test/4d73c4eb-5de9-300c-b34f-ff5d0af89653,ring_front_center,/mnt/db/av_dataset/sensor/test/4d73c4eb-5de9-300c-b34f-ff5d0af89653/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/test/4d73c4eb-5de9-300c-b34f-ff5d0af89653/city_SE3_egovehicle.feather,True
4e6d6bcd-8718-3e71-b9c1-7c352c991a56,/mnt/db/av_dataset/sensor/test/4e6d6bcd-8718-3e71-b9c1-7c352c991a56,ring_front_center,/mnt/db/av_dataset/sensor/test/4e6d6bcd-8718-3e71-b9c1-7c352c991a56/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/test/4e6d6bcd-8718-3e71-b9c1-7c352c991a56/city_SE3_egovehicle.feather,True
4fae2ef6-7112-309a-b926-448a5a3e1802,/mnt/db/av_dataset/sensor/test/4fae2ef6-7112-309a-b926-448a5a3e1802,ring_front_center,/mnt/db/av_dataset/sensor/test/4fae2ef6-7112-309a-b926-448a5a3e1802/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/test/4fae2ef6-7112-309a-b926-448a5a3e1802/city_SE3_egovehicle.feather,True
4fcdebe7-b52f-39e7-a5bc-c664eeba5e7b,/mnt/db/av_dataset/sensor/test/4fcdebe7-b52f-39e7-a5bc-c664eeba5e7b,ring_front_center,/mnt/db/av_dataset/sensor/test/4fcdebe7-b52f-39e7-a5bc-c664eeba5e7b/sensors/cameras/ring_front_center,320,/mnt/db/av_dataset/sensor/test/4fcdebe7-b52f-39e7-a5bc-c664eeba5e7b/city_SE3_egovehicle.feather,True
5133fc11-ecb7-318d-8338-6502d2390f24,/mnt/db/av_dataset/sensor/test/5133fc11-ecb7-318d-8338-6502d2390f24,ring_front_center,/mnt/db/av_dataset/sensor/test/5133fc11-ecb7-318d-8338-6502d2390f24/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/test/5133fc11-ecb7-318d-8338-6502d2390f24/city_SE3_egovehicle.feather,True
51428934-b0a7-3507-94e3-31d37bba38a3,/mnt/db/av_dataset/sensor/test/51428934-b0a7-3507-94e3-31d37bba38a3,ring_front_center,/mnt/db/av_dataset/sensor/test/51428934-b0a7-3507-94e3-31d37bba38a3/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/test/51428934-b0a7-3507-94e3-31d37bba38a3/city_SE3_egovehicle.feather,True
5546df9c-9310-3ed5-929a-d7da19e18bf8,/mnt/db/av_dataset/sensor/test/5546df9c-9310-3ed5-929a-d7da19e18bf8,ring_front_center,/mnt/db/av_dataset/sensor/test/5546df9c-9310-3ed5-929a-d7da19e18bf8/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/test/5546df9c-9310-3ed5-929a-d7da19e18bf8/city_SE3_egovehicle.feather,True
557dd6a4-2b80-3264-9c13-f70094526174,/mnt/db/av_dataset/sensor/test/557dd6a4-2b80-3264-9c13-f70094526174,ring_front_center,/mnt/db/av_dataset/sensor/test/557dd6a4-2b80-3264-9c13-f70094526174/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/test/557dd6a4-2b80-3264-9c13-f70094526174/city_SE3_egovehicle.feather,True
5677a441-abd2-3b29-9f0b-333e181cc907,/mnt/db/av_dataset/sensor/test/5677a441-abd2-3b29-9f0b-333e181cc907,ring_front_center,/mnt/db/av_dataset/sensor/test/5677a441-abd2-3b29-9f0b-333e181cc907/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/test/5677a441-abd2-3b29-9f0b-333e181cc907/city_SE3_egovehicle.feather,True
5b614cfd-21c2-3b03-94c8-2a6c6bee166c,/mnt/db/av_dataset/sensor/test/5b614cfd-21c2-3b03-94c8-2a6c6bee166c,ring_front_center,/mnt/db/av_dataset/sensor/test/5b614cfd-21c2-3b03-94c8-2a6c6bee166c/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/test/5b614cfd-21c2-3b03-94c8-2a6c6bee166c/city_SE3_egovehicle.feather,True
00a6ffc1-6ce9-3bc3-a060-6006e9893a1a,/mnt/db/av_dataset/sensor/train/00a6ffc1-6ce9-3bc3-a060-6006e9893a1a,ring_front_center,/mnt/db/av_dataset/sensor/train/00a6ffc1-6ce9-3bc3-a060-6006e9893a1a/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/train/00a6ffc1-6ce9-3bc3-a060-6006e9893a1a/annotations.feather,True
01bb304d-7bd8-35f8-bbef-7086b688e35e,/mnt/db/av_dataset/sensor/train/01bb304d-7bd8-35f8-bbef-7086b688e35e,ring_front_center,/mnt/db/av_dataset/sensor/train/01bb304d-7bd8-35f8-bbef-7086b688e35e/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/train/01bb304d-7bd8-35f8-bbef-7086b688e35e/annotations.feather,True
022af476-9937-3e70-be52-f65420d52703,/mnt/db/av_dataset/sensor/train/022af476-9937-3e70-be52-f65420d52703,ring_front_center,/mnt/db/av_dataset/sensor/train/022af476-9937-3e70-be52-f65420d52703/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/train/022af476-9937-3e70-be52-f65420d52703/annotations.feather,True
0322b098-7e42-34db-bcec-9a4d072191e9,/mnt/db/av_dataset/sensor/train/0322b098-7e42-34db-bcec-9a4d072191e9,ring_front_center,/mnt/db/av_dataset/sensor/train/0322b098-7e42-34db-bcec-9a4d072191e9/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/train/0322b098-7e42-34db-bcec-9a4d072191e9/annotations.feather,True
03b2cf2d-fb61-36fe-936f-36bbf197a8ac,/mnt/db/av_dataset/sensor/train/03b2cf2d-fb61-36fe-936f-36bbf197a8ac,ring_front_center,/mnt/db/av_dataset/sensor/train/03b2cf2d-fb61-36fe-936f-36bbf197a8ac/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/train/03b2cf2d-fb61-36fe-936f-36bbf197a8ac/annotations.feather,True
03fba633-8085-30bc-b675-687a715536ac,/mnt/db/av_dataset/sensor/train/03fba633-8085-30bc-b675-687a715536ac,ring_front_center,/mnt/db/av_dataset/sensor/train/03fba633-8085-30bc-b675-687a715536ac/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/train/03fba633-8085-30bc-b675-687a715536ac/annotations.feather,True
04973bcf-fc64-367c-9642-6d6c5f363b61,/mnt/db/av_dataset/sensor/train/04973bcf-fc64-367c-9642-6d6c5f363b61,ring_front_center,/mnt/db/av_dataset/sensor/train/04973bcf-fc64-367c-9642-6d6c5f363b61/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/train/04973bcf-fc64-367c-9642-6d6c5f363b61/annotations.feather,True
0526e68e-2ff1-3e53-b0f8-45df02e45a93,/mnt/db/av_dataset/sensor/train/0526e68e-2ff1-3e53-b0f8-45df02e45a93,ring_front_center,/mnt/db/av_dataset/sensor/train/0526e68e-2ff1-3e53-b0f8-45df02e45a93/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/train/0526e68e-2ff1-3e53-b0f8-45df02e45a93/annotations.feather,True
05853f69-f948-3d04-8d64-d4e721c0e1a5,/mnt/db/av_dataset/sensor/train/05853f69-f948-3d04-8d64-d4e721c0e1a5,ring_front_center,/mnt/db/av_dataset/sensor/train/05853f69-f948-3d04-8d64-d4e721c0e1a5/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/train/05853f69-f948-3d04-8d64-d4e721c0e1a5/annotations.feather,True
05fb81ab-5e46-3f63-a59f-82fc66d5a477,/mnt/db/av_dataset/sensor/train/05fb81ab-5e46-3f63-a59f-82fc66d5a477,ring_front_center,/mnt/db/av_dataset/sensor/train/05fb81ab-5e46-3f63-a59f-82fc66d5a477/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/train/05fb81ab-5e46-3f63-a59f-82fc66d5a477/annotations.feather,True
067b1c50-6567-3840-ab56-1ca2a0ed9c30,/mnt/db/av_dataset/sensor/train/067b1c50-6567-3840-ab56-1ca2a0ed9c30,ring_front_center,/mnt/db/av_dataset/sensor/train/067b1c50-6567-3840-ab56-1ca2a0ed9c30/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/train/067b1c50-6567-3840-ab56-1ca2a0ed9c30/annotations.feather,True
06852209-b868-306b-b492-ee6dbc914cf8,/mnt/db/av_dataset/sensor/train/06852209-b868-306b-b492-ee6dbc914cf8,ring_front_center,/mnt/db/av_dataset/sensor/train/06852209-b868-306b-b492-ee6dbc914cf8/sensors/cameras/ring_front_center,320,/mnt/db/av_dataset/sensor/train/06852209-b868-306b-b492-ee6dbc914cf8/annotations.feather,True
069cc46d-38bb-309d-88cf-296a3d0c0820,/mnt/db/av_dataset/sensor/train/069cc46d-38bb-309d-88cf-296a3d0c0820,ring_front_center,/mnt/db/av_dataset/sensor/train/069cc46d-38bb-309d-88cf-296a3d0c0820/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/train/069cc46d-38bb-309d-88cf-296a3d0c0820/annotations.feather,True
06e5ac08-f4cb-34ae-9406-3496f7cadc62,/mnt/db/av_dataset/sensor/train/06e5ac08-f4cb-34ae-9406-3496f7cadc62,ring_front_center,/mnt/db/av_dataset/sensor/train/06e5ac08-f4cb-34ae-9406-3496f7cadc62/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/train/06e5ac08-f4cb-34ae-9406-3496f7cadc62/annotations.feather,True
072c8e90-a51c-3429-9cdf-4dababb4e9d8,/mnt/db/av_dataset/sensor/train/072c8e90-a51c-3429-9cdf-4dababb4e9d8,ring_front_center,/mnt/db/av_dataset/sensor/train/072c8e90-a51c-3429-9cdf-4dababb4e9d8/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/train/072c8e90-a51c-3429-9cdf-4dababb4e9d8/annotations.feather,True
0749e9e0-ca52-3546-b324-d704138b11b5,/mnt/db/av_dataset/sensor/train/0749e9e0-ca52-3546-b324-d704138b11b5,ring_front_center,/mnt/db/av_dataset/sensor/train/0749e9e0-ca52-3546-b324-d704138b11b5/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/train/0749e9e0-ca52-3546-b324-d704138b11b5/annotations.feather,True
074d2237-ed1b-34d7-a2fc-68edbce50bb2,/mnt/db/av_dataset/sensor/train/074d2237-ed1b-34d7-a2fc-68edbce50bb2,ring_front_center,/mnt/db/av_dataset/sensor/train/074d2237-ed1b-34d7-a2fc-68edbce50bb2/sensors/cameras/ring_front_center,319,/mnt/db/av_dataset/sensor/train/074d2237-ed1b-34d7-a2fc-68edbce50bb2/annotations.feather,True
07e4fccb-eb2d-31e5-bbcb-6550d0860f64,/mnt/db/av_dataset/sensor/train/07e4fccb-eb2d-31e5-bbcb-6550d0860f64,ring_front_center,/mnt/db/av_dataset/sensor/train/07e4fccb-eb2d-31e5-bbcb-6550d0860f64/sensors/cameras/ring_front_center,320,/mnt/db/av_dataset/sensor/train/07e4fccb-eb2d-31e5-bbcb-6550d0860f64/annotations.feather,True
